ArtistName,Ranking,SongName,URL,Year
いきものがかり,82,ブルーバード,/song/66961/,2008
ランカ・リー=中島愛,83,星間飛行,,2008
タッキー&翼,84,恋詩-コイウタ-,/song/66487/,2008
タッキー&翼,84,PROGRESS,/song/66488/,2008
ポルノグラフィティ,85,あなたがここにいたら,/song/61689/,2008
倖田來未,86,TABOO,/song/71502/,2008
T.M.Revolution,87,resonance,/song/66966/,2008
新垣結衣,88,Make my day,/song/68688/,2008
ZARD,89,グロリアス マインド,/song/59413/,2008
ZARD,90,翼を広げて,/song/64443/,2008
ZARD,90,愛は暗闇の中で,/song/11861/,2008
東方神起,91,呪文-MIROTIC-,/song/71756/,2008
ゆず,92,ストーリー,/song/61291/,2008
童子-T,93,もう一度… feat.BENI,/song/65510/,2008
aiko,94,二人,/song/62280/,2008
宇多田ヒカル,95,Prisoner Of Love,/song/63398/,2008
モモタロス・ウラタロス・キンタロス・リュウタロス・デネブ,96,Double-Action CLIMAX form,/song/99943/,2008
ポルノグラフィティ,97,ギフト,/song/69926/,2008
ポルノグラフィティ,98,痛い立ち位置,/song/67825/,2008
Spontania feat.JUJU,99,君のすべてに,/song/69725/,2008
水樹奈々,100,Trickster,/song/71361/,2008
嵐,1,Believe,/song/76760/,2009
矢野健太 starring Satoshi Ohno,1,曇りのち、快晴,/song/76759/,2009
嵐,2,明日の記憶,/song/80095/,2009
嵐,2,Crazy Moon～キミ・ハ・ムテキ～,/song/80094/,2009
嵐,3,マイガール,/song/86843/,2009
秋元順子,4,愛のままで…,/song/60710/,2009
嵐,5,Everything,/song/81311/,2009
B’z,6,イチブトゼンブ,,2009
B’z,6,DIVE,,2009
KAT-TUN,7,RESCUE,/song/77076/,2009
遊助,8,ひまわり,/song/76128/,2009
KAT-TUN,9,ONE DROP,/song/75826/,2009
関ジャニ∞,10,急☆上☆Show!!,/song/86509/,2009
NEWS,11,恋のABO,/song/79258/,2009
EXILE,12,FIREWORKS,/song/81836/,2009
中山優馬 w/B.I.Shadow,13,悪魔な恋,/song/81773/,2009
NYC boys,13,NYC,/song/81772/,2009
EXILE,14,Someday,/song/78716/,2009
EXILE,15,ふたつの唇,/song/86758/,2009
山下智久,16,Loveless,/song/87174/,2009
遊助,17,たんぽぽ,/song/80665/,2009
遊助,17,海賊船,/song/80664/,2009
遊助,17,其の拳,/song/80663/,2009
LANDS,18,BANDAGE,/song/87484/,2009
羞恥心,19,弱虫サンタ,/song/73780/,2009
B’z,20,MY LONELY TOWN,,2009
東方神起,21,Stand by U,/song/80883/,2009
AKB48,22,RIVER,/song/85647/,2009
KinKi Kids,23,約束,/song/75290/,2009
福山雅治,24,化身,/song/79840/,2009
氷川きよし,25,浪曲一代,/song/75163/,2009
浜崎あゆみ,26,Days,/song/73965/,2009
浜崎あゆみ,26,GREEN,/song/73964/,2009
氷川きよし,27,ときめきのルンバ,/song/83705/,2009
KinKi Kids,28,スワンソング,/song/86143/,2009
BUMP OF CHICKEN,29,R.I.P.,/song/87138/,2009
BUMP OF CHICKEN,29,Merry Christmas,/song/87137/,2009
東方神起,30,Share The World,/song/78768/,2009
東方神起,30,ウィーアー!,/song/78767/,2009
堂本光一,31,妖 ～あやかし～,/song/82206/,2009
JEJUNG & YUCHUN(from 東方神起),32,COLORS ～Melody and Harmony～,/song/85109/,2009
JEJUNG & YUCHUN(from 東方神起),32,Shelter,/song/85108/,2009
桜高軽音部,33,Don’t say “lazy”,,2009
YUI,34,again,/song/79563/,2009
桜高軽音部,35,Cagayake!GIRLS,/song/79050/,2009
ポルノグラフィティ,36,今宵、月が見えずとも,/song/73923/,2009
遊助,37,いちょう,/song/85884/,2009
AKB48,39,涙サプライズ!,,2009
GReeeeN,40,遥か,/song/80054/,2009
SMAP,41,そっと きゅっと,/song/83715/,2009
SMAP,41,スーパースター★,/song/83714/,2009
水森かおり,42,安芸の宮島,/song/77229/,2009
浜崎あゆみ,43,Rule,/song/75705/,2009
浜崎あゆみ,43,Sparkle,/song/76327/,2009
GReeeeN,44,歩み,/song/74955/,2009
安室奈美恵,45,WILD,/song/77566/,2009
安室奈美恵,45,Dr.,/song/77565/,2009
フレンズ&ヘキサゴンオールスターズ,46,泣いてもいいですか,/song/81928/,2009
AKB48,47,言い訳Maybe,/song/83344/,2009
The SHIGOTONIN,48,鏡花水月,/song/75658/,2009
東方神起,49,Bolero,/song/74980/,2009
東方神起,49,Kiss The Baby Sky,/song/74979/,2009
東方神起,49,忘れないで,/song/74978/,2009
浜崎あゆみ,50,Sunrise,,2009
浜崎あゆみ,50,Sunset ～LOVE is ALL～,/song/82827/,2009
YUI,51,It’s all too much,,2009
YUI,51,Never say die,/song/84827/,2009
樋口了一,52,手紙 ～親愛なる子供たちへ～,,2009
ヒルクライム,53,春夏秋冬,/song/83580/,2009
AKB48,54,10年桜,/song/76824/,2009
シド,55,嘘,/song/79253/,2009
コブクロ,56,虹,/song/78713/,2009
aiko,57,milk,/song/75768/,2009
aiko,57,嘆きのキス,/song/75767/,2009
GLAY,58,SAY YOUR DREAM,/song/76171/,2009
Perfume,59,ワンルーム・ディスコ,/song/77779/,2009
テゴマス,60,七夕祭り,/song/81527/,2009
倖田來未×misono,61,It’s all Love!,,2009
ゆず,62,逢いたい,/song/78200/,2009
Gackt,63,Journey through the Decade,/song/77860/,2009
GReeeeN,64,刹那,/song/76756/,2009
東方神起,65,Survivor,/song/77081/,2009
いきものがかり,66,YELL,/song/84214/,2009
いきものがかり,66,じょいふる,/song/84248/,2009
GLAY,68,I am xxx,/song/80048/,2009
コブクロ,69,STAY,/song/81761/,2009
加藤ミリヤ×清水翔太,70,Love Forever,/song/79345/,2009
アンジェラ・アキ,71,手紙 ～拝啓 十五の君へ～,/song/70553/,2009
supercell,72,君の知らない物語,/song/82447/,2009
桜高軽音部,73,ふわふわ時間,/song/79927/,2009
堂本剛,74,RAIN,,2009
V6,75,スピリット,/song/80852/,2009
平原綾香,76,ノクターン,/song/71995/,2009
平原綾香,76,カンパニュラの恋,/song/71994/,2009
UNICORN,77,WAO!,/song/74902/,2009
V6,78,GUILTY,/song/84009/,2009
椎名林檎,79,ありあまる富,/song/79644/,2009
滝沢秀明,80,愛・革命,/song/74584/,2009
桑田佳祐,81,君にサヨナラを,/song/88071/,2009
DREAMS COME TRUE feat.FUZZY CONTROL,82,その先へ,,2009
モーニング娘。,83,なんちゃって恋愛,/song/82602/,2009
UVERworld,84,GO-ON,/song/82193/,2009
flumpool,85,星に願いを,/song/75987/,2009
UVERworld,86,哀しみはきっと,/song/85881/,2009
平井堅,87,僕は君に恋をする,/song/85408/,2009
倖田來未,88,stay with me,/song/73251/,2009
ゆず,89,虹,/song/83756/,2009
ポルノグラフィティ,90,この胸を、愛を射よ,/song/84258/,2009
GReeeeN,91,キセキ,/song/65511/,2009
VAMPS,92,I GOTTA KICK START NOW,/song/77689/,2009
剛 紫,93,空 ～美しい我の空,/song/78573/,2009
ポルノグラフィティ,94,アニマロッサ,/song/87473/,2009
水樹奈々,95,深愛,/song/75063/,2009
秋元順子,96,黄昏Love again,/song/81006/,2009
Acid Black Cherry,97,眠り姫,/song/76052/,2009
ステレオポニー,98,泪のムコウ,/song/75126/,2009
水樹奈々,99,夢幻,/song/86162/,2009
FUNKY MONKEY BABYS,100,ヒーロー,/song/85740/,2009
FUNKY MONKEY BABYS,100,明日へ,/song/85739/,2009
AKB48,1,Beginner,/song/103616/,2010
AKB48,2,ヘビーローテーション,/song/100001/,2010
嵐,3,Troublemaker,/song/91329/,2010
嵐,4,Monster,/song/94835/,2010
AKB48,5,ポニーテールとシュシュ,/song/94677/,2010
嵐,6,果てない空,/song/104444/,2010
嵐,7,Love Rainbow,/song/100945/,2010
AKB48,8,チャンスの順番,/song/105923/,2010
嵐,9,Dear Snow,/song/102461/,2010
嵐,10,To be free,/song/97655/,2010
KAT-TUN,11,Love yourself-君が嫌いな君が好き-,,2010
AKB48,12,桜の栞,/song/90497/,2010
SMAP,13,This is love,/song/99065/,2010
坂本冬美,14,また君に恋してる,/song/74305/,2010
坂本冬美,14,アジアの海賊,/song/73992/,2010
関ジャニ∞,15,LIFE～目の前の向こうへ～,/song/100386/,2010
東方神起,16,BREAK OUT!,/song/89599/,2010
KAT-TUN,17,Going!,/song/94504/,2010
関ジャニ∞,18,Wonderful World!!,/song/97252/,2010
福山雅治,19,はつ恋,/song/88197/,2010
KAT-TUN,20,CHANGE UR WORLD,/song/104916/,2010
Hey!Say!JUMP,21,瞳のスクリーン,/song/90993/,2010
福山雅治,22,蛍,/song/99619/,2010
福山雅治,22,少年,/song/99618/,2010
EXILE,23,I Wish For You,/song/102471/,2010
氷川きよし,24,三味線旅がらす,/song/92245/,2010
NEWS,25,さくらガール,/song/92543/,2010
東方神起,26,時ヲ止メテ,/song/90313/,2010
EXILE,27,もっと強く,/song/101324/,2010
山下智久,29,One in a million,/song/98823/,2010
怪物くん(怪物太郎),30,ユカイツーカイ怪物くん,/song/97576/,2010
KinKi Kids,31,Family～ひとつになること,,2010
NEWS,32,Fighting Man,/song/104099/,2010
いきものがかり,33,ありがとう,/song/94247/,2010
オンナラブリー,34,Onaraはずかしくないよ,/song/90488/,2010
氷川きよし,35,虹色のバイヨン,/song/100304/,2010
BUMP OF CHICKEN,36,HAPPY,/song/93414/,2010
BUMP OF CHICKEN,37,魔法の料理 ～君から君へ～,/song/93807/,2010
Lia,38,"My Soul,Your Beats!",/song/95356/,2010
多田葵,38,Brave Song,/song/95355/,2010
放課後ティータイム,39,GO! GO! MANIAC,/song/94244/,2010
桑田佳祐,40,本当は怖い愛とロマンス,/song/99339/,2010
SKE48,41,1!2!3!4! ヨロシク!,,2010
コブクロ,42,流星,/song/104881/,2010
稲葉浩志,45,Okay,/song/97076/,2010
放課後ティータイム,47,"NO,Thank You!",/song/99068/,2010
チームドラゴン from AKB48,48,心の羽根,/song/98385/,2010
少女時代,49,Gee,/song/103255/,2010
放課後ティータイム,50,Listen!!,/song/94246/,2010
放課後ティータイム,51,Utauyo!!MIRACLE,/song/99070/,2010
BUMP OF CHICKEN,52,宇宙飛行士への手紙,/song/102433/,2010
BUMP OF CHICKEN,52,モーターサイクル,/song/102432/,2010
Perfume,53,VOICE,/song/99596/,2010
NYC,54,勇気100%,,2010
遊助,55,ライオン,/song/90960/,2010
浜崎あゆみ,56,You were...,/song/88603/,2010
浜崎あゆみ,56,BALLAD,/song/88604/,2010
水森かおり,57,松島紀行,/song/93074/,2010
少女時代,58,GENIE,/song/100969/,2010
YUI,59,GLORIA,/song/88633/,2010
NYC,60,よく遊びよく学べ,/song/103222/,2010
L’Arc～en～Ciel,61,BLESS,,2010
Perfume,62,不自然なガール,/song/93392/,2010
Perfume,62,ナチュラルに恋して,/song/93391/,2010
遊助,63,ミツバチ,/song/98752/,2010
Perfume,64,ねぇ,/song/104474/,2010
T.M.Revolution,65,Naked arms,/song/99607/,2010
T.M.Revolution,65,SWORD SUMMIT,/song/99606/,2010
浜崎あゆみ,66,crossroad,/song/101671/,2010
KARA,67,ミスター,/song/99759/,2010
UVERworld,68,クオリア,/song/101081/,2010
天童よしみ,69,人生みちづれ,/song/89872/,2010
浜崎あゆみ,70,MOON,/song/96806/,2010
浜崎あゆみ,70,blossom,/song/98122/,2010
浜崎あゆみ,71,L,,2010
西野カナ,72,会いたくて 会いたくて,/song/93717/,2010
水樹奈々,73,PHANTOM MINDS,/song/89070/,2010
SKE48,74,ごめんね、SUMMER,/song/96600/,2010
木村カエラ,75,Ring a Ding Dong,/song/96145/,2010
DOES,76,バクチ・ダンサー,/song/93225/,2010
KARA,77,ジャンピン,/song/103359/,2010
YUI,78,to Mother,/song/94352/,2010
西野カナ,79,if,/song/98467/,2010
安室奈美恵,80,Break It,/song/98754/,2010
安室奈美恵,80,Get Myself Back,/song/98753/,2010
五木ひろし,82,おしろい花,/song/89178/,2010
倖田來未,83,好きで、好きで、好きで。,/song/100778/,2010
倖田來未,83,あなただけが,/song/100777/,2010
Girls Dead Monster,84,Crow Song,/song/95367/,2010
シド,85,レイン,/song/92347/,2010
YUI,86,Rain,/song/103099/,2010
西野カナ,87,君って,/song/102696/,2010
三代目 J Soul Brothers,88,Best Friend’s Girl,,2010
GLAY,89,Precious,/song/100955/,2010
RADWIMPS,90,マニフェスト,/song/97097/,2010
ゆず,91,桜会(さくらえ),,2010
ゆず,91,マイライフ,/song/89943/,2010
RADWIMPS,92,携帯電話,/song/97099/,2010
aiko,93,戻れない明日,/song/89939/,2010
タッキー&翼,94,愛はタカラモノ,/song/105211/,2010
放課後ティータイム,95,ごはんはおかず,/song/100935/,2010
放課後ティータイム,95,U&I;,/song/100934/,2010
遊助,96,ひと,/song/104451/,2010
水樹奈々,97,Silent Bible,/song/90360/,2010
北島三郎,98,夫婦一生,/song/88372/,2010
SDN48,99,GAGAGA,/song/105345/,2010
西野カナ,100,Best Friend,/song/89603/,2010
AKB48,1,フライングゲット,/song/117976/,2011
AKB48,2,Everyday、カチューシャ,/song/113465/,2011
AKB48,3,風は吹いている,/song/121031/,2011
AKB48,4,上からマリコ,/song/122832/,2011
AKB48,5,桜の木になろう,/song/108763/,2011
嵐,6,Lotus,/song/109215/,2011
嵐,7,迷宮ラブソング,/song/121461/,2011
薫と友樹、たまにムック。,8,マル・マル・モリ・モリ!,,2011
SKE48,9,パレオはエメラルド,/song/116642/,2011
Kis-My-Ft2,10,Everybody Go,/song/117513/,2011
SKE48,11,オキドキ,/song/121498/,2011
NMB48,13,オーマイガー!,,2011
EXILE,14,Rising Sun,/song/117174/,2011
EXILE ATSUSHI,14,いつかきっと…,/song/117173/,2011
Hey!Say!JUMP,15,OVER,/song/115298/,2011
東方神起,16,Why?(Keep Your Head Down),/song/107878/,2011
SKE48,17,バンザイVenus,/song/108739/,2011
NMB48,18,絶滅黒髪少女,/song/116356/,2011
関ジャニ∞,19,T.W.L,/song/111870/,2011
関ジャニ∞,19,イエローパンジーストリート,/song/111869/,2011
福山雅治,20,家族になろうよ,/song/112355/,2011
福山雅治,20,fighting pose,/song/118503/,2011
Hey!Say!JUMP,21,Magic Power,/song/119345/,2011
Not yet,22,週末Not yet,/song/110258/,2011
赤西仁,23,Eternal,/song/109551/,2011
BUMP OF CHICKEN,24,ゼロ,/song/120686/,2011
KARA,25,GO GO サマー!,,2011
KARA,26,ジェットコースターラブ,/song/109410/,2011
板野友美,27,Dear J,/song/107880/,2011
B’z,28,Don’t Wanna Lie,,2011
チャン・グンソク,29,Let me cry,/song/112194/,2011
Sexy Zone,30,Sexy Zone,/song/122044/,2011
KAT-TUN,31,ULTIMATE WHEELS,/song/108221/,2011
KAT-TUN,32,BIRTH,/song/122738/,2011
前田敦子,33,Flower,/song/114832/,2011
Not yet,34,波乗りかき氷,/song/115580/,2011
Not yet,35,ペラペラペラオ,/song/121945/,2011
関ジャニ∞,36,マイホーム,/song/112746/,2011
Hey!Say!JUMP,38,「ありがとう」～世界のどこにいても～,/song/106288/,2011
関ジャニ∞,39,ツブサニコイ,/song/117638/,2011
関ジャニ∞,40,365日家族,/song/114193/,2011
東方神起,41,Superstar,/song/116303/,2011
氷川きよし,42,あの娘と野菊と渡し舟,/song/108227/,2011
KAT-TUN,43,RUN FOR YOU,/song/117106/,2011
B’z,44,さよなら傷だらけの日々よ,,2011
KAT-TUN,45,WHITE,/song/113105/,2011
少女時代,46,MR.TAXI,/song/112177/,2011
少女時代,46,Run Devil Run,/song/112176/,2011
KinKi Kids,47,Time,/song/114492/,2011
NYC,48,ユメタマゴ,/song/109941/,2011
フレンチ・キス,49,最初のメール,/song/122494/,2011
EXILE,50,あなたへ,/song/121536/,2011
EXILE ATSUSHI,50,Ooo Baby,/song/121535/,2011
フレンチ・キス,51,カッコ悪い I love you!,/song/112687/,2011
AKB48,52,ヘビーローテーション,/song/100001/,2011
桑田佳祐,53,Let’s try again ～kuwata keisuke ver.～,,2011
桑田佳祐,53,明日へのマーチ,/song/117555/,2011
桑田佳祐,53,ハダカ DE 音頭 ～祭りだ!! Naked～,/song/117553/,2011
東方神起,54,Winter Rose,/song/122212/,2011
東方神起,54,Duet,/song/119570/,2011
BUMP OF CHICKEN,55,Smile,/song/112653/,2011
L’Arc～en～Ciel,56,GOOD LUCK MY WAY,,2011
渡り廊下走り隊7,57,バレンタイン・キッス,/song/108214/,2011
Perfume,58,レーザービーム,/song/112972/,2011
Perfume,58,微かなカオリ,/song/112971/,2011
板野友美,59,ふいに,/song/115990/,2011
BUMP OF CHICKEN,60,友達の唄,/song/108464/,2011
RADWIMPS,61,DADA,/song/107229/,2011
ノースリーブス,62,唇 触れず…,/song/114298/,2011
EXILE,63,Each Other's Way ～旅の途中～,/song/108359/,2011
KARA,64,ウィンターマジック,/song/119699/,2011
氷川きよし,65,情熱のマリアッチ,/song/119174/,2011
SHINee,66,Replay-君は僕のeverything-,,2011
L’Arc～en～Ciel,67,X X X,,2011
堂本剛,68,縁を結いて,/song/111177/,2011
ノースリーブス,69,Answer,/song/109549/,2011
テゴマス,70,青いベンチ,/song/108825/,2011
植村花菜,71,トイレの神様,/song/89774/,2011
水森かおり,72,庄内平野 風の中,/song/113993/,2011
渡り廊下走り隊7,73,希望山脈,/song/122112/,2011
安室奈美恵,74,NAKED,/song/116716/,2011
安室奈美恵,74,Fight Together,/song/116715/,2011
安室奈美恵,74,Tempest,/song/116714/,2011
YUI,75,HELLO ～Paradise Kiss～,/song/112361/,2011
AKB48,76,チャンスの順番,/song/105923/,2011
aiko,77,ホーム,https://www.uta-net.com/,2011
aiko,77,恋のスーパーボール,/song/112197/,2011
aiko,77,ホーム,https://www.uta-net.com/,2011
フレンチ・キス,78,If,/song/107525/,2011
渡り廊下走り隊7,79,へたっぴウィンク,/song/116754/,2011
UVERworld,80,CORE PRIDE,/song/112056/,2011
三代目 J Soul Brothers,81,FIGHTERS,/song/118757/,2011
Perfume,82,スパイス,/song/121341/,2011
山下智久,83,はだかんぼー,/song/107500/,2011
2PM,84,Ultra Lover,/song/120795/,2011
SUPER JUNIOR,85,Mr.Simple,,2011
堂本剛,86,Nijiの詩,/song/118860/,2011
YUI,87,It’s My Life,,2011
YUI,87,Your Heaven,/song/105936/,2011
DiVA,88,月の裏側,/song/113095/,2011
水樹奈々,89,SCARLET KNIGHT,/song/110782/,2011
RADWIMPS,90,狭心症,/song/108521/,2011
2PM,91,I’m your man,,2011
AKB48,92,Beginner,/song/103616/,2011
ClariS,93,コネクト,/song/106990/,2011
V6,94,Sexy.Honey.Bunny!,/song/118162/,2011
V6,94,タカラノイシ,/song/118161/,2011
SDN48,95,MIN・MIN・MIN,/song/117899/,2011
CNBLUE,96,In My Head,/song/120247/,2011
T-ARA,97,Bo Peep Bo Peep,/song/119604/,2011
コブクロ,98,Blue Bird,/song/108757/,2011
安室奈美恵,99,Sit! Stay! Wait! Down!,/song/122114/,2011
安室奈美恵,99,Love Story,/song/122113/,2011
AKB48,100,ポニーテールとシュシュ,/song/94677/,2011
AKB48,1,真夏のSounds good !,/song/129970/,2012
AKB48,2,GIVE ME FIVE!,/song/125628/,2012
AKB48,3,ギンガムチェック,/song/134458/,2012
AKB48,4,UZA,/song/137195/,2012
AKB48,5,永遠プレッシャー,/song/139026/,2012
嵐,6,ワイルド アット ハート,/song/126631/,2012
嵐,7,Face Down,/song/129372/,2012
SKE48,8,片想いFinally,/song/124159/,2012
SKE48,9,キスだって左利き,/song/135414/,2012
SKE48,10,アイシテラブル!,,2012
嵐,11,Your Eyes,/song/130625/,2012
NMB48,12,ナギイチ,/song/129419/,2012
NMB48,13,ヴァージニティー,/song/133605/,2012
NMB48,14,純情U-19,/song/125296/,2012
エイトレンジャー,15,ER,/song/132924/,2012
Kis-My-Ft2,16,WANNA BEEEE!!!,/song/133599/,2012
Kis-My-Ft2,16,Shake It Up,/song/133598/,2012
NMB48,17,北川謙二,/song/137469/,2012
Kis-My-Ft2,18,We never give up!,/song/123416/,2012
関ジャニ∞,19,愛でした。,/song/130813/,2012
NEWS,20,チャンカパーナ,/song/132540/,2012
Kis-My-Ft2,21,アイノビート,/song/137911/,2012
Hey!Say!JUMP,22,SUPER DELICATE,/song/125910/,2012
Mr.Children,23,祈り ～涙の軌道,/song/128499/,2012
Mr.Children,23,End of the day,/song/128498/,2012
Mr.Children,23,pieces,/song/128497/,2012
EXILE,24,ALL NIGHT LONG,/song/130005/,2012
Kis-My-Ft2,25,SHE!HER!HER!,,2012
乃木坂46,26,走れ!Bicycle,,2012
関ジャニ∞,27,あおっぱな,/song/134562/,2012
乃木坂46,28,おいでシャンプー,/song/128308/,2012
乃木坂46,29,ぐるぐるカーテン,/song/125359/,2012
EXILE TRIBE,30,24karats TRIBE OF GOLD,/song/134017/,2012
キム・ヒョンジュン,31,HEAT,/song/146010/,2012
BUMP OF CHICKEN,32,グッドラック,/song/124364/,2012
SMAP,33,Moment,/song/133038/,2012
B’z,34,"GO FOR IT,BABY -キオクの山脈-",,2012
SUPER JUNIOR,35,Opera,/song/129378/,2012
The MONSTERS,36,MONSTERS,/song/138534/,2012
SMAP,37,さかさまの空,/song/128330/,2012
福山雅治,38,生きてる生きてく,/song/127513/,2012
KAT-TUN,39,不滅のスクラム,/song/135148/,2012
東方神起,40,ANDROID,/song/132225/,2012
福山雅治,41,Beautiful life,/song/136107/,2012
福山雅治,41,GAME,/song/136106/,2012
Not yet,42,西瓜BABY,/song/130335/,2012
前田敦子,43,君は僕だ,/song/131180/,2012
KAT-TUN,44,TO THE LIMIT,/song/131606/,2012
山下智久,45,愛、テキサス,/song/126221/,2012
SMAP,46,僕の半分,/song/123564/,2012
2PM,47,Beautiful,/song/129680/,2012
東方神起,48,STILL,/song/127032/,2012
KARA,49,スピード アップ,/song/126532/,2012
KARA,49,ガールズ パワー,/song/126531/,2012
渡辺麻友,50,シンクロときめき,/song/125673/,2012
指原莉乃,51,それでも好きだよ,/song/127543/,2012
2PM,52,マスカレード～Masquerade～,,2012
氷川きよし,53,櫻,/song/125353/,2012
KinKi Kids,54,変わったかたちの石,/song/124085/,2012
Sexy Zone,55,Lady ダイヤモンド,/song/128087/,2012
山下智久,57,LOVE CHASE,/song/131747/,2012
少女時代,58,PAPARAZZI,/song/131433/,2012
SUPER JUNIOR,59,"Sexy,Free & Single",,2012
水森かおり,60,ひとり長良川,/song/127815/,2012
キム・ヒョンジュン,61,KISS KISS,,2012
キム・ヒョンジュン,61,Lucky Guy,,2012
THE SECOND from EXILE,62,THINK ’BOUT IT!,,2012
EXILE,63,BOW & ARROWS,/song/132623/,2012
ノースリーブス,64,ペディキュアday,/song/123888/,2012
Perfume,65,Spring of Life,/song/128304/,2012
NYC,66,ハイナ!,,2012
赤西仁,67,SEASONS,,2012
Sexy Zone,68,Sexy Summerに雪が降る,/song/136095/,2012
渡辺麻友,69,ヒカルものたち,/song/137625/,2012
モーニング娘。,70,One・Two・Three,/song/131887/,2012
モーニング娘。,70,The 摩天楼ショー,/song/131886/,2012
SHINee,71,Dazzling Girl,/song/136386/,2012
NYC,72,ワンダフル キューピット,/song/124032/,2012
