ArtistName,Ranking,SongName,URL,Year
桑田佳祐,53,Let’s try again ～kuwata keisuke ver.～,http://j-lyric.net/artist/a005366/l025f16.html,2011
L’Arc～en～Ciel,56,GOOD LUCK MY WAY,http://j-lyric.net/artist/a000723/l0250a6.html,2011
SHINee,66,Replay-君は僕のeverything-,http://j-lyric.net/artist/a055447/l02559e.html,2011
L’Arc～en～Ciel,67,X X X,http://j-lyric.net/artist/a000723/l0266c7.html,2011
SUPER JUNIOR,85,Mr.Simple,http://j-lyric.net/artist/a04fda8/l02720d.html,2011
YUI,87,It’s My Life,http://j-lyric.net/artist/a000715/l047264.html,2011
2PM,91,I’m your man,http://j-lyric.net/artist/a0548e2/l025949.html,2011
SKE48,10,アイシテラブル!,http://j-lyric.net/artist/a05197d/l028b84.html,2012
Kis-My-Ft2,25,SHE!HER!HER!,http://j-lyric.net/artist/a04daf4/l0281de.html,2012
乃木坂46,26,走れ!Bicycle,http://j-lyric.net/artist/a0560d3/l029bdc.html,2012
B’z,34,"GO FOR IT,BABY -キオクの山脈-",http://j-lyric.net/artist/a00067d/l02840b.html,2012
2PM,52,マスカレード～Masquerade～,http://j-lyric.net/artist/a0548e2/l02a658.html,2012
SUPER JUNIOR,59,"Sexy,Free & Single",http://j-lyric.net/artist/a04fda8/l029c12.html,2012
キム・ヒョンジュン,61,KISS KISS,http://j-lyric.net/artist/a0550b9/l027842.html,2012
キム・ヒョンジュン,61,Lucky Guy,http://j-lyric.net/artist/a0550b9/l027841.html,2012
THE SECOND from EXILE,62,THINK ’BOUT IT!,http://j-lyric.net/artist/a056f16/l02aa69.html,2012
NYC,66,ハイナ!,http://j-lyric.net/artist/a053a0f/l028ea2.html,2012
赤西仁,67,SEASONS,http://j-lyric.net/artist/a04bd21/l0274e5.html,2012
L’Arc～en～Ciel,82,CHASE,http://j-lyric.net/artist/a000723/l0272b7.html,2012
SUPER☆GiRLS,86,プリプリ■SUMMERキッス,http://j-lyric.net/artist/a054bc5/l0293c4.html,2012
渡り廊下走り隊7,98,少年よ 嘘をつけ!,http://j-lyric.net/artist/a054e07/l028dcf.html,2012
AKB48,2,恋するフォーチュンクッキー ,http://j-lyric.net/artist/a04cb7c/l02e06a.html,2013
AKB48,4,So long !,http://j-lyric.net/artist/a04cb7c/l02be88.html,2013
SKE48,11,賛成カワイイ!,http://j-lyric.net/artist/a05197d/l02f15c.html,2013
HKT48,24,スキ!スキ!スキップ!,http://j-lyric.net/artist/a05763b/l02c42d.html,2013
EXILE TRIBE(三代目 J Soul Brothers VS GENERATIONS),25,BURNING UP,http://j-lyric.net/artist/a057c5f/l02d943.html,2013
Kis-My-Ft2,27,S.O.S(Smile On Smile),http://j-lyric.net/artist/a04daf4/l02c5e2.html,2013
Sexy Zone,38,バィバィDuバィ～See you again～,http://j-lyric.net/artist/a055cda/l02e8c0.html,2013
山下智久,49,SUMMER NUDE ’13,http://j-lyric.net/artist/a000bcd/l02dd40.html,2013
赤西仁,52,HEY WHAT’S UP?,http://j-lyric.net/artist/a04bd21/l02dd7c.html,2013
桑田佳祐,70,Yin Yang,http://j-lyric.net/artist/a005366/l0473d4.html,2013
THE SECOND from EXILE,74,SURVIVORS feat.DJ MAKIDAI from EXILE,http://j-lyric.net/artist/a056f16/l02dece.html,2013
KARA,90,バイバイ ハッピーデイズ!,http://j-lyric.net/artist/a054379/l02c4e3.html,2013
氷川きよし,98,満天の瞳,http://j-lyric.net/artist/a0005f8/l02e220.html,2013
乃木坂46,8,何度目の青空か?,http://j-lyric.net/artist/a0560d3/l0330d4.html,2014
乃木坂46,11,夏のFree&Easy;,http://j-lyric.net/artist/a0560d3/l031e33.html,2014
SKE48,13,未来とは?,http://j-lyric.net/artist/a05197d/l030b99.html,2014
関ジャニ∞,17,キング オブ 男!,http://j-lyric.net/artist/a04ab16/l030387.html,2014
HKT48,21,控えめI love you!,http://j-lyric.net/artist/a05763b/l032e7c.html,2014
Sexy Zone,38,King&Queen;&Joker;,http://j-lyric.net/artist/a055cda/l031478.html,2014
三代目 J Soul Brothers from EXILE TRIBE,45,C.O.S.M.O.S.～秋桜～,http://j-lyric.net/artist/a057818/l033254.html,2014
V6,62,Sky’s The Limit,http://j-lyric.net/artist/a001a50/l033402.html,2014
μ’s,64,それは僕たちの奇跡,http://j-lyric.net/artist/a054bd2/l0312c8.html,2014
μ’s,65,タカラモノズ,http://j-lyric.net/artist/a054bd2/l02fd21.html,2014
μ’s,65,Paradise Live,http://j-lyric.net/artist/a054bd2/l02fd22.html,2014
Dream5+ブリー隊長,71,ダン・ダン ドゥビ・ズバー!,http://j-lyric.net/artist/a0594cf/l0335c7.html,2014
SKE48,81,賛成カワイイ!,http://j-lyric.net/artist/a05197d/l02f15c.html,2014
AKB48,87,恋するフォーチュンクッキー ,http://j-lyric.net/artist/a04cb7c/l02e06a.html,2014
μ’s,94,Dancing stars on me!,http://j-lyric.net/artist/a054bd2/l0319cd.html,2014
μ’s,97,「KiRa-KiRa Sensation!」,http://j-lyric.net/artist/a054bd2/l031ee3.html,2014
μ’s,97,「Happy maker!」,http://j-lyric.net/artist/a054bd2/l031ee2.html,2014
私立恵比寿中学,98,ハイタテキ!,http://j-lyric.net/artist/a056506/l0340b0.html,2014
E-girls,100,E.G.Anthem -WE ARE VENUS-,http://j-lyric.net/artist/a055ec9/l031ed5.html,2014
NMB48,10,Don’t look back!,http://j-lyric.net/artist/a0555ea/l0354ce.html,2015
Kis-My-Ft2,13,Thank youじゃん!,http://j-lyric.net/artist/a04daf4/l0343af.html,2015
関ジャニ∞,21,前向きスクリーム!,http://j-lyric.net/artist/a04ab16/l036fe8.html,2015
HKT48 feat.氣志團,22,しぇからしか!,http://j-lyric.net/artist/a05ab3b/l038876.html,2015
三代目 J Soul Brothers from EXILE TRIBE,24,Summer Madness,http://j-lyric.net/artist/a057818/l0368ee.html,2015
B’z,32,RED,http://j-lyric.net/artist/a00067d/l036309.html,2015
B’z,37,有頂天,http://j-lyric.net/artist/a00067d/l03456d.html,2015
舞祭組,47,やっちゃった!!,http://j-lyric.net/artist/a0584f7/l0350bd.html,2015
Sexy Zone,54,Cha-Cha-Cha チャンピオン,http://j-lyric.net/artist/a055cda/l036708.html,2015
防弾少年団,67,I NEED U(Japanese Ver.),http://j-lyric.net/artist/a058cf5/l038c22.html,2015
"BiBi～絢瀬絵里(南條愛乃),西木野真姫(Pile),矢澤にこ(徳井青空)from μ’s～",68,冬がくれた予感,http://j-lyric.net/artist/a05543d/l034659.html,2015
μ’s,69,HEART to HEART!,http://j-lyric.net/artist/a054bd2/l0382db.html,2015
CROSS GENE,74,sHi-tai!,http://j-lyric.net/artist/a056ff7/l037c51.html,2015
防弾少年団,83,FOR YOU,http://j-lyric.net/artist/a058cf5/l0364e1.html,2015
℃-ute,87,嵐を起こすんだ Exciting Fight!,http://j-lyric.net/artist/a04cc43/l03810c.html,2015
氷川きよし,91,男花(シングルバージョン),http://j-lyric.net/artist/a0005f8/l037e6e.html,2015
SUPER JUNIOR,92,MAMACITA -AYAYA-,http://j-lyric.net/artist/a04fda8/l0342af.html,2015
Aqours,96,君のこころは輝いてるかい?,http://j-lyric.net/artist/a05a84b/l037e5c.html,2015
℃-ute,97,The Middle Management～女性中間管理職～,http://j-lyric.net/artist/a04cc43/l03563c.html,2015
AKB48,3,しあわせを分けなさい,http://j-lyric.net/artist/a04cb7c/l03bf05.html,2016
嵐,10,Power of the Paradise,http://j-lyric.net/artist/a000eac/l03c43e.html,2016
μ’s,44,MOMENT RING,http://j-lyric.net/artist/a054bd2/l039cda.html,2016
防弾少年団,45,RUN-Japanese Ver.-,http://j-lyric.net/artist/a058cf5/l039ec9.html,2016
EXILE,54,Joy-ride ～歓喜のドライブ～,http://j-lyric.net/artist/a000607/l03bc47.html,2016
2PM,61,Promise(I’ll be)-Japanese ver.-,http://j-lyric.net/artist/a0548e2/l03d318.html,2016
ACE OF SPADES×PKCZ(R)feat.登坂広臣,62,TIME FLIES,http://j-lyric.net/artist/a05bd65/l03c7c0.html,2016
"BiBi～絢瀬絵里(南條愛乃),西木野真姫(Pile),矢澤にこ(徳井青空)from μ’s～",70,錯覚CROSSROADS,http://j-lyric.net/artist/a05543d/l039470.html,2016
E-girls,79,E.G.summer RIDER,http://j-lyric.net/artist/a055ec9/l03b5f9.html,2016
"lily white～園田海未(三森すずこ),星空凛(飯田里穂),東條希(楠田亜衣奈)from μ’s～",82,思い出以上になりたくて,http://j-lyric.net/artist/a055aba/l0390a6.html,2016
℃-ute,83,何故 人は争うんだろう?,http://j-lyric.net/artist/a04cc43/l03a5b6.html,2016
BOYS AND MEN,84,Wanna be!,http://j-lyric.net/artist/a05a0ef/l039538.html,2016
WANIMA,90,JUICE UP!!,http://j-lyric.net/artist/a05a4d1/l0446d5.html,2016
L’Arc～en～Ciel,96,Wings Flap,http://j-lyric.net/artist/a000723/l038dfd.html,2016
AKB48,3,11月のアンクレット,http://j-lyric.net/artist/a04cb7c/l043a5f.html,2017
嵐,11,I’ll be there,http://j-lyric.net/artist/a000eac/l03f485.html,2017
BTS (防弾少年団),13,MIC Drop,http://j-lyric.net/artist/a05da11/l043ed7.html,2017
BTS (防弾少年団),13,DNA,http://j-lyric.net/artist/a05da11/l043ed8.html,2017
関ジャニ∞,20,奇跡の人,http://j-lyric.net/artist/a04ab16/l042454.html,2017
HKT48,23,キスは待つしかないのでしょうか?,http://j-lyric.net/artist/a05763b/l041a3d.html,2017
Kis-My-Ft2,27,SEVEN WISHES),http://j-lyric.net/artist/a04daf4/l03e762.html,2017
BOYS AND MEN,34,帆を上げろ!,http://j-lyric.net/artist/a05a0ef/l041a10.html,2017
B’z,38,声明,http://j-lyric.net/artist/a00067d/l040bb2.html,2017
B’z,38,Still Alive,http://j-lyric.net/artist/a00067d/l040bb3.html,2017
ジャニーズWEST,39,Ya!Hot!Hot!,http://j-lyric.net/artist/a058b38/l040de6.html,2017
NGT48,40,世界はどこまで青空なのか?,http://j-lyric.net/artist/a05b11b/l043de4.html,2017
V6,43,Can’t Get Enough,http://j-lyric.net/artist/a001a50/l03eab1.html,2017
QUARTET NIGHT,45,God’s S.T.A.R.,http://j-lyric.net/artist/a05c25e/l03daa2.html,2017
グリーンボーイズ,61,キセキ),http://j-lyric.net/artist/a05c39c/l03df04.html,2017
E-girls,69,Love☆Queen,http://j-lyric.net/artist/a055ec9/l0417ce.html,2017
倉木麻衣,72,渡月橋 ～君 想ふ～,http://j-lyric.net/artist/a000616/l03f1e0.html,2017
WANIMA,77,これだけは),http://j-lyric.net/artist/a05a4d1/l03ff98.html,2017
BOYS AND MEN 研究生,88,ドドンコ Don’t worry,http://j-lyric.net/artist/a05c257/l03da7e.html,2017
ももいろクローバーZ,99,BLAST!,http://j-lyric.net/artist/a055516/l041aa2.html,2017
